token	freq	lMI	rMI
given	0.0003428767358134751	0.00033722989583663337	8.808909741273741e-05
lay	0.0003428767358134751	0.0001299488071884195	0.00011886770091632426
wanted	0.0003428767358134751	0.0004762306083399543	0.0004859220571599303
he's	0.0003428767358134751	0.00015376236368445286	0.00015859160920015842
high	0.0003257328990228013	0.00012411592646407587	0.00015059461750090497
leave	0.0003257328990228013	0.00018191304571733925	0.00010950199074808444
past	0.0003257328990228013	0.00013638357305385872	0.00015122655930630485
used	0.0003257328990228013	0.0002111398809703443	0.000543895400370406
already	0.0003257328990228013	0.00022067028568038558	0.0001240913916772463
watched	0.0003257328990228013	0.000250813943863436	0.00012347877648688325
money	0.0003257328990228013	0.00011842547054456034	6.732689665065494e-05
inside	0.0003257328990228013	0.0001577126237120112	0.0001387601686637138
everything	0.0003257328990228013	0.0001298931192978439	8.698790424436591e-05
school	0.0003257328990228013	0.0001204000461033364	7.466146723444941e-05
hold	0.0003257328990228013	0.00020253267169399215	0.00016110417661295508
perhaps	0.0003257328990228013	0.00012573301963787487	0.00014585371745073566
wilson	0.0003257328990228013	0.00011615119643380345	0.00010544655002183032
father	0.0003257328990228013	0.0005612704281886818	0.00013929930490308215
dead	0.0003257328990228013	0.00017985563403650207	9.976831988875365e-05
sweet	0.0003257328990228013	0.00012831948528432114	0.00017137871332028104
four	0.0003257328990228013	0.0001189959236111517	0.0002479216778856084
andrei	0.00030858906223212756	0.00016706142264366104	0.00013806987894740086
word	0.00030858906223212756	0.0002339881050306833	0.0001324761019072171
son	0.00030858906223212756	0.0002765234906405951	8.936033483976961e-05
mary	0.00030858906223212756	0.00011177683607341849	0.00011826048109010518
wall	0.00030858906223212756	0.0003982706719226636	0.00010847526957530149
words	0.00030858906223212756	0.0002564838738925791	9.650959615803706e-05
nose	0.00030858906223212756	0.0004102145914082012	0.00017436302426818118
child	0.00030858906223212756	0.00025035714050975497	6.89562111520842e-05
understand	0.00030858906223212756	0.0001442166132188114	0.00017499329395873875
clothes	0.00030858906223212756	0.00017456310368294223	0.00010327329176276744
afternoon	0.00030858906223212756	0.00020470094818007673	8.811417821733654e-05
sitting	0.00030858906223212756	0.00020541577333035166	0.00020192565914929273
started	0.00030858906223212756	0.00021068507563082724	0.00014264901217683057
steps	0.00030858906223212756	0.0001708266660436953	9.72960727510973e-05
adam	0.00030858906223212756	0.00014692208189246136	0.00022159751534142272
floor	0.00030858906223212756	0.0003578642797687978	9.384198478441043e-05
feel	0.00030858906223212756	0.00013583448421994367	0.00012025680882895418
standing	0.00030858906223212756	0.00013163903144755386	0.0002922941245507863
six	0.00030858906223212756	0.0001061745224324477	0.0002554995665340783
trying	0.00030858906223212756	0.00010422967190781845	0.0007894517858584272
stevie	0.00030858906223212756	0.0001423633863454456	0.0001679587569428768
corner	0.00030858906223212756	0.0005572120265958358	0.00015894816382503818
rachel	0.00030858906223212756	0.00012986425364545096	0.00013656000607001632
walk	0.00030858906223212756	0.00014942030906228817	0.00012616542572507804
times	0.00030858906223212756	0.0003089777286509225	9.959752435213607e-05
feeling	0.00030858906223212756	0.00011168388260114468	0.00012894796906684825
he'd	0.00030858906223212756	0.0001166809084711661	0.00014179417839014767
cousin	0.0002914452254414538	0.00014232514181395338	0.0006990290588089554
women	0.0002914452254414538	0.0002061240659648482	0.000122270842794828
warren	0.0002914452254414538	0.0001324153175142504	9.425340184654605e-05
others	0.0002914452254414538	0.0001590300478680932	0.0001379197387605019
pa	0.0002914452254414538	0.000143658829577757	0.00010253319623649281
opened	0.0002914452254414538	0.00019470399951203445	0.00027883717276721843
fire	0.0002914452254414538	0.00013679940944223655	0.00010348087040855795
ada	0.0002914452254414538	0.0024531437668572414	0.00022319222937696438
mouth	0.0002914452254414538	0.00046863007996299775	0.0001213236975700094
top	0.0002914452254414538	0.00043677252498159686	0.0006390952013916044
ready	0.0002914452254414538	0.00014746048227780946	0.0005991952421327412
i've	0.0002914452254414538	0.00015506422147822563	0.0003949012461195554
sometimes	0.0002914452254414538	0.0001213077224332349	0.00013950838758754243
rousseau	0.0002914452254414538	0.00011138451125013945	0.00011126223177233005
bad	0.0002914452254414538	0.00012353980567528426	0.00012353898881377866
michelangelo	0.0002914452254414538	0.00015267225243197213	0.00012948953668947362
summer	0.0002914452254414538	0.00018644931995160546	0.00010027836333186457
evening	0.0002914452254414538	0.00019199428215233884	0.00011334397985022541
set	0.0002914452254414538	0.00011622896712518468	0.00011287243555690052
trees	0.0002914452254414538	0.00017960684555291798	0.00011170719453360792
eye	0.0002914452254414538	0.0001490482632274633	7.35458753868922e-05
alone	0.0002914452254414538	0.00011341435414358557	0.00019254977984491263
chair	0.0002914452254414538	0.00015837152082308342	0.0001885164537102255
living	0.0002914452254414538	0.0002541266741946359	0.0006366639716652381
box	0.0002914452254414538	0.00026303877873145725	0.00010572296962241018
kind	0.0002914452254414538	0.00014502844730111749	0.0007310527320825542
soon	0.0002914452254414538	0.0001307426509894793	0.00015598834671662026
kay	0.0002914452254414538	0.003424786641304037	0.00015435865317871156
closed	0.0002914452254414538	0.00011445696739109153	0.00012929334559662607
death	0.0002914452254414538	0.00014632005706672805	0.00010957524683549386
become	0.0002914452254414538	0.000286257523708784	0.00021294483331844502
course	0.0002914452254414538	0.0007367142214858438	0.00015659815666646074
linda	0.0002914452254414538	9.367708647224063e-05	0.003424786641304037
passed	0.00027430138865078003	0.00023749930044061332	0.00010080234380084734
later	0.00027430138865078003	0.00011666061095285814	0.00010933439290466206
hen	0.00027430138865078003	0.00033363538574432704	0.0001331552892518298
heart	0.00027430138865078003	0.0002671923434421186	9.295762997066343e-05
bobby	0.00027430138865078003	0.00013289245746411012	0.002766675858628251
styka	0.00027430138865078003	0.00012137417976700499	0.00013644529201501724
wore	0.00027430138865078003	0.00012155623946608762	0.00014482178172639426
quite	0.00027430138865078003	0.00012612107243503874	0.00012018016287875954
coffee	0.00027430138865078003	0.00025005197283112105	0.00013850273827339035
thin	0.00027430138865078003	6.924627146806318e-05	0.00017030977489092877
uncle	0.00027430138865078003	0.00010440334577739029	0.0011082119298943868
close	0.00027430138865078003	0.00012890841942779567	0.0004186421552309692
love	0.00027430138865078003	0.00010948598548995143	8.115431595216766e-05
snow	0.00027430138865078003	0.00028348836716120767	0.00010828312193970064
ground	0.00027430138865078003	0.00046917231063200516	9.159564818694876e-05
arms	0.00027430138865078003	0.0001582224271392474	0.00018667377676067308
eugene	0.00027430138865078003	0.00011344817032990699	9.402367275433395e-05
abel	0.00027430138865078003	0.0001359389140122308	9.558170951319653e-05
horse	0.00027430138865078003	0.0002174112605338414	0.0001458502216761503
waiting	0.00027430138865078003	0.00011178319303210306	0.0002781215574717074
ask	0.00027430138865078003	0.00029161164670403526	0.00017032310550026358
making	0.00027430138865078003	8.996504210388667e-05	0.00010869399432489412
taken	0.00027430138865078003	0.0002815616673625264	9.836639931336261e-05
early	0.00027430138865078003	0.00011540393472870708	0.00017259701648369974
gray	0.00027430138865078003	9.971215247101429e-05	0.00018822889290232047
above	0.00025715755186010627	0.00013479820568561095	0.0001573282187922348
bank	0.00025715755186010627	0.0003583583845633748	0.00013932668417019237
sort	0.00025715755186010627	0.00020361312029940274	0.0006946905889741398
outside	0.00025715755186010627	0.00011286476894695785	0.00013275273011008066
rest	0.00025715755186010627	0.00041795294399124425	0.000233409263839603
lost	0.00025715755186010627	0.00012934362558321362	0.00012908339804125184
matter	0.00025715755186010627	0.00017377917870722216	8.117764552871463e-05
juanita	0.00025715755186010627	0.00010792577518050688	0.00012096897003023586
among	0.00025715755186010627	0.0001553384737068647	0.00016759900130458949
else	0.00025715755186010627	0.00024407335085212085	9.146631462217339e-05
papa	0.00025715755186010627	0.00012859197085605213	0.00013677334120169532
write	0.00025715755186010627	0.00019864548144880019	9.444563076921878e-05
company	0.00025715755186010627	0.00015377815588047344	0.00012727567411065593
beside	0.00025715755186010627	0.00027801624630070023	0.00016423754918913763
stairs	0.00025715755186010627	0.000872047548301949	8.96513353608507e-05
five	0.00025715755186010627	0.00011821162790015925	0.00032326768650077996
week	0.00025715755186010627	0.0002253907166768868	0.00010749309709928153
between	0.00025715755186010627	0.0001733798485914299	0.00042576141357150265
seeing	0.00025715755186010627	0.00011395003827363446	0.00013431092819714602
poor	0.00025715755186010627	0.00011215068655050932	0.00017827759716799137
