token	freq	lMI	rMI
crawling	8.571918395336877e-05	0.00018374361678934534	0.0001961498240347981
incident	8.571918395336877e-05	0.0001454835451638009	8.099750090930828e-05
aloud	8.571918395336877e-05	0.0004674932377344665	0.00016129396882287773
asleep	8.571918395336877e-05	0.00020717252278199292	0.00012812696764319143
horses	8.571918395336877e-05	9.271080340556603e-05	0.00010670059914968752
third	8.571918395336877e-05	0.00018135827773462066	0.00017801496056627953
removed	8.571918395336877e-05	0.00012945964682043929	9.224132586622546e-05
shelley	8.571918395336877e-05	0.000165254203059192	0.00013469176684432262
suit	8.571918395336877e-05	0.00021868010530325018	0.00011856518104875952
concern	8.571918395336877e-05	9.44396944760814e-05	0.0001223452146072821
journey	8.571918395336877e-05	0.00010012277812659388	0.00014724731692372116
lincoln	8.571918395336877e-05	0.0003482029918531751	0.0002647588872477237
careful	8.571918395336877e-05	0.00013268709554337745	0.00014485685778779935
conference	8.571918395336877e-05	0.0001616209500168869	0.0001473508163559646
served	8.571918395336877e-05	0.00016215116605137184	9.478318035577374e-05
showed	8.571918395336877e-05	0.00016282695654659034	8.840915909734844e-05
dared	8.571918395336877e-05	0.0001350349349942859	0.00029900990634746397
meanwhile	8.571918395336877e-05	0.00014074753211642908	6.114129622431067e-05
models	8.571918395336877e-05	0.00010668786307313888	0.00015850266783507368
christ	8.571918395336877e-05	9.465746245636912e-05	0.00012307291303970106
china	8.571918395336877e-05	0.00011885116716553615	0.00012454089482669166
dear	8.571918395336877e-05	0.00013757960032469876	0.00012898247535186448
bag	8.571918395336877e-05	0.00018882621170961526	6.816861698753995e-05
dropped	8.571918395336877e-05	0.00011319807447358558	6.693149382243486e-05
coughlin	8.571918395336877e-05	0.000209043146833847	0.00018128201988278488
leg	8.571918395336877e-05	0.00012400194104113157	0.00015228119161874373
spent	8.571918395336877e-05	0.00012069426784603294	0.00013548027385043609
fully	8.571918395336877e-05	9.41212032324491e-05	0.00016208733118820088
beginning	8.571918395336877e-05	0.0001443294842909655	0.0001662627214022729
smelled	8.571918395336877e-05	0.00011698645903289804	0.0001307371456486686
briefly	8.571918395336877e-05	0.0001238246383749609	0.0001880806572069331
greatcoat	8.571918395336877e-05	0.0001745289552097182	0.0001221343255415386
pocket	8.571918395336877e-05	0.00034473568843948585	9.430378479579756e-05
despite	8.571918395336877e-05	0.00019579053105247749	0.00011891263370495855
strength	8.571918395336877e-05	9.996445686970329e-05	6.886901323663274e-05
market	8.571918395336877e-05	0.00018207837321832513	0.000121558541066069
surprise	8.571918395336877e-05	0.00010697848420232065	8.200733805915897e-05
hanging	8.571918395336877e-05	0.00015317653510824733	0.00021636033566631245
added	8.571918395336877e-05	0.00013275884499150224	0.000106199784370594
occasionally	8.571918395336877e-05	0.00012395977476454563	0.00017026584848653186
doors	8.571918395336877e-05	0.00016972168632074157	7.776670433461307e-05
grabski	8.571918395336877e-05	0.00018846671300446423	0.00013666754097431015
insane	8.571918395336877e-05	0.0001601498344102514	0.00012672757403368694
yeah	8.571918395336877e-05	0.00017334041693359853	9.496999468209524e-05
row	8.571918395336877e-05	0.00016508246738065828	0.00012261594645550342
neighbors	8.571918395336877e-05	0.00012914660915532922	0.00010284522194266039
singing	8.571918395336877e-05	0.00016895332452353533	0.00013079965925352657
mountains	8.571918395336877e-05	0.00023427646070915695	0.00013115727034227533
reared	8.571918395336877e-05	0.00042971815582978445	0.00015696213185681387
swung	8.571918395336877e-05	0.00010956961013212903	8.039510214567617e-05
muttered	8.571918395336877e-05	0.00017783190070906957	8.924256734139523e-05
rough	8.571918395336877e-05	9.3166653877053e-05	0.00016593831306746862
wax	8.571918395336877e-05	5.6959148987127846e-05	9.671468254945856e-05
model	8.571918395336877e-05	0.00010426778786283528	0.00014986938764715313
favre	8.571918395336877e-05	0.0007558126846925397	0.00014889026995305857
worries	8.571918395336877e-05	0.0002450672470266584	0.00010451261248416971
drive	8.571918395336877e-05	0.00011392018720873508	0.00018270741620453804
send	8.571918395336877e-05	0.00011977371667791941	0.00011095158504701519
christmas	8.571918395336877e-05	0.00015212772045633554	0.00015591939218273043
lowered	8.571918395336877e-05	0.0001688589960087648	0.00013778850932007742
firm	8.571918395336877e-05	8.287187184156018e-05	0.0001555043703800479
sleeping	8.571918395336877e-05	0.00016016135792132558	8.883215392126986e-05
union	8.571918395336877e-05	0.00020867278555948787	0.000150530251364559
begun	8.571918395336877e-05	0.00014622728728174784	0.0004523290497002629
possible	8.571918395336877e-05	0.00013344832522762753	9.479641867136008e-05
keeping	8.571918395336877e-05	0.00011268947102444967	9.029392062258729e-05
special	8.571918395336877e-05	0.00010831875897333763	0.00021147770509210147
material	8.571918395336877e-05	0.0001270689892545405	0.00010150696888005457
sculpture	8.571918395336877e-05	0.00012068176556522679	0.0001411456294161169
direction	8.571918395336877e-05	0.0001650151846230453	0.00015338439838751618
familiar	8.571918395336877e-05	0.00013496602711369094	0.00013670633517737682
tonight	8.571918395336877e-05	0.0001438711408959397	0.00010930472483014608
stiffly	8.571918395336877e-05	0.00011429082522737273	0.00017313344301195116
seward	8.571918395336877e-05	0.000291953982285191	0.0001300186512733137
especially	8.571918395336877e-05	0.00018072280520633845	9.734212443935191e-05
joy	8.571918395336877e-05	8.268359819057477e-05	8.910656848755871e-05
corridor	8.571918395336877e-05	0.0001279005920563974	9.521115274362754e-05
throw	8.571918395336877e-05	0.00013068570989635135	0.00017745916940295394
buy	8.571918395336877e-05	0.00017626496882691865	0.00015288376261144543
faint	8.571918395336877e-05	0.0002237711639175613	0.00014938408492357617
mile	8.571918395336877e-05	0.0003145200865014003	0.0001736004911607148
winter	8.571918395336877e-05	0.00013813521835510744	0.0001540529068249839
forest	8.571918395336877e-05	0.00017598033860943835	0.00014810485898848687
beautiful	8.571918395336877e-05	0.00010278075278285119	0.0001626352925306595
o'clock	8.571918395336877e-05	0.0003066242611600314	7.038967568365503e-05
cruel	8.571918395336877e-05	0.00011298997233517476	0.00016311845852630462
importance	8.571918395336877e-05	0.00013077436375032273	6.0891952997636585e-05
neighborhood	8.571918395336877e-05	0.00015469572550074655	0.00021910251332845441
leaned	8.571918395336877e-05	0.00016876911451916906	0.0001489946362330708
pleasure	8.571918395336877e-05	8.315786502009772e-05	0.00012346353375961795
using	8.571918395336877e-05	0.000189811726727367	0.0001511448325505601
henry	8.571918395336877e-05	0.00014440196082147225	0.00010330056285474972
snoring	8.571918395336877e-05	0.00015949994260181123	0.00011124151505578508
path	8.571918395336877e-05	0.00018135827773462063	0.0001621322669256872
forced	8.571918395336877e-05	0.00010246203524533835	0.00016801098280260645
plot	8.571918395336877e-05	0.00012915502455107379	0.00017588980154029115
stowey	8.571918395336877e-05	0.00011021963290580373	0.0001391507616390235
loneliness	8.571918395336877e-05	0.00013346257940918788	8.522962973246777e-05
bursting	8.571918395336877e-05	0.00012048232769681138	9.07964607067765e-05
themselves	8.571918395336877e-05	0.00022144971447653233	9.961034655063043e-05
startled	8.571918395336877e-05	0.0001688139032974934	0.00013191265454625274
flew	8.571918395336877e-05	0.00014994309991660446	0.00014427777522534358
wants	8.571918395336877e-05	0.00017241143310466097	0.00010548966745662033
twelve	8.571918395336877e-05	0.00017033904618518543	0.0001643278674887751
imagined	8.571918395336877e-05	7.377899671048418e-05	8.437481091078233e-05
dozen	8.571918395336877e-05	0.0003161853300724205	0.00022211057819393818
bone	8.571918395336877e-05	0.00010718454245487187	0.00010398958152399816
bern	8.571918395336877e-05	0.0002353658456232705	0.00013310383039532174
errand	8.571918395336877e-05	0.0001510231672145606	9.728992085318003e-05
interested	8.571918395336877e-05	0.00017155547202054073	0.00014495173815010494
expected	8.571918395336877e-05	9.348780976477557e-05	6.513701114881494e-05
metal	8.571918395336877e-05	0.00010053714668506396	0.0001913991555385318
milk	8.571918395336877e-05	0.0001266426513281236	0.00015901928789090896
stiff	8.571918395336877e-05	0.00011585132456278102	0.0001010881104936364
leona	8.571918395336877e-05	0.00015758978222791392	0.0001439925288956073
seems	8.571918395336877e-05	0.0001882599690680617	0.00016575331825034978
sounded	8.571918395336877e-05	0.00011695083349342959	0.00018455528959753544
figures	8.571918395336877e-05	0.00014310762607158922	0.00013216585745259401
rider	8.571918395336877e-05	0.00014320883872423698	0.00010206150135507811
north	8.571918395336877e-05	0.0001375512534771683	0.00011536183562736655
christ's	6.857534716269501e-05	0.0002735439278981687	0.0003958829745020873
listening	6.857534716269501e-05	0.0001271873939270644	0.00020429421273858922
grinned	6.857534716269501e-05	0.00017712633923123866	0.00011855683807074474
create	6.857534716269501e-05	0.0003618632397602105	9.674894536223655e-05
doorway	6.857534716269501e-05	0.0001801328011162829	0.00010445975675420064
burned	6.857534716269501e-05	0.00015678915467086504	0.00013687727442802312
plumpness	6.857534716269501e-05	0.00011351634928598753	9.628467123105362e-05
occur	6.857534716269501e-05	0.00021582884693788522	0.00014760670715572097
worth	6.857534716269501e-05	0.00015738933221499485	0.0001281327195717521
we'd	6.857534716269501e-05	0.00017991889733547496	0.00013559529686298625
liquor	6.857534716269501e-05	0.00011265104091942528	0.00014858072865291534
lighted	6.857534716269501e-05	6.73347171777633e-05	0.00010920251458672711
beckworth	6.857534716269501e-05	0.00020435965188468782	0.0001620518912480648
ignored	6.857534716269501e-05	0.000159389075002054	0.0001223893135322974
twice	6.857534716269501e-05	0.00014795512059792804	8.31842139065703e-05
rustling	6.857534716269501e-05	0.00014553144838295003	0.00010015319039524509
chambre	6.857534716269501e-05	0.0008323855975329809	7.457297296302154e-05
oyabun	6.857534716269501e-05	0.000270590531873238	9.728616684642573e-05
paris	6.857534716269501e-05	0.00040543664178415334	0.00011655201923285059
established	6.857534716269501e-05	0.00012927084898668647	0.0001218775733567115
equal	6.857534716269501e-05	9.107649441703065e-05	0.0001917537218448402
separation	6.857534716269501e-05	0.00014927947944870938	0.0001794364361557831
studying	6.857534716269501e-05	0.000156115221974595	7.894284077665527e-05
sweat	6.857534716269501e-05	0.00013012431300978326	0.0001169555316093784
horizon	6.857534716269501e-05	9.007605674034464e-05	0.00012548653065524466
frightened	6.857534716269501e-05	0.00011333382534167926	9.586909037171655e-05
naked	6.857534716269501e-05	0.00018339492105672983	0.00015100015573676258
fury	6.857534716269501e-05	0.00018373986793823838	0.00014299781162273315
departure	6.857534716269501e-05	0.00023757449312299608	8.166695605534771e-05
nature	6.857534716269501e-05	0.0001457036222118189	0.00010623284720302352
whites	6.857534716269501e-05	0.00013044992224640707	0.00012547858447074098
indicated	6.857534716269501e-05	0.0001913193001692448	9.475089499417816e-05
presiding	6.857534716269501e-05	0.000270590531873238	0.0009269645325943851
crawl	6.857534716269501e-05	0.00021765578699701354	0.00013825827526697096
joseph	6.857534716269501e-05	0.0001348848561605832	0.00018051631878268
rank	6.857534716269501e-05	0.00014089535864763417	0.00013963581248609017
suitcases	6.857534716269501e-05	0.00016388060591111586	6.767223391707536e-05
circumstances	6.857534716269501e-05	0.00016055042485582958	0.00011134900840292417
lady	6.857534716269501e-05	0.00015653990456795575	9.534897200224773e-05
camps	6.857534716269501e-05	0.00016055440020512697	0.00017467017301292742
presented	6.857534716269501e-05	0.000126927687022437	0.0001310722694602923
anxiously	6.857534716269501e-05	0.0001429587722787419	0.00013094433156351435
plunged	6.857534716269501e-05	0.00016068347904835747	0.00019896551642322458
panting	6.857534716269501e-05	0.00012501701124220302	0.00011006874114726672
poverty	6.857534716269501e-05	0.00012130481455126967	0.00018798079283211523
daughter	6.857534716269501e-05	0.00023622454330033494	0.00020818387283584345
friend	6.857534716269501e-05	0.00012607858228516725	0.00010227997325104664
laughter	6.857534716269501e-05	0.00025007659377021313	0.00014416525923121592
melzi	6.857534716269501e-05	0.0008804423868258639	0.00014680793189613203
knocked	6.857534716269501e-05	0.00012260018657140952	0.000131609586269864
carry	6.857534716269501e-05	0.00012641042654739441	7.092369983280526e-05
career	6.857534716269501e-05	0.00024522754356427084	7.577988504536503e-05
drop	6.857534716269501e-05	7.985913711197563e-05	0.00015700713903585243
bell	6.857534716269501e-05	0.00019550544695735405	0.00014295157293488475
clearly	6.857534716269501e-05	0.00016854885747551822	0.0001376574916418872
fled	6.857534716269501e-05	0.00014170431111298228	8.714544674341617e-05
silence	6.857534716269501e-05	0.0001198694084217552	0.0001618585502696573
master	6.857534716269501e-05	0.00011068135258402424	0.00025467789487796337
bill	6.857534716269501e-05	0.00012327593603856326	0.00015150548268355339
appearance	6.857534716269501e-05	0.00012546371435526177	0.00014981413813063978
cadillac	6.857534716269501e-05	0.00012063788960139808	0.00014796043093948151
lest	6.857534716269501e-05	0.00020473795086539483	0.00012083964631780712
fall	6.857534716269501e-05	9.469840845165072e-05	0.00010255319752106509
mist	6.857534716269501e-05	0.00011462996370429891	9.18139030033212e-05
marched	6.857534716269501e-05	0.0001129664521484331	0.0001355988973025806
yards	6.857534716269501e-05	0.00015079417136996875	0.00010971557275699979
kate's	6.857534716269501e-05	0.00015321694907098632	0.00015285343535597113
dull	6.857534716269501e-05	0.00013017631659775785	0.00018857963314881652
sought	6.857534716269501e-05	0.00013379621112182075	0.00016346203431565957
apparently	6.857534716269501e-05	0.00015570717908922283	0.0001504654490102514
general	6.857534716269501e-05	8.489807384743942e-05	0.00029355128316160687
dripped	6.857534716269501e-05	0.00014282715379190358	0.00010415471517746168
religious	6.857534716269501e-05	0.0001326654028551855	0.0001722344585326967
ada's	6.857534716269501e-05	0.0007432234711983447	0.00018561550177087973
tea	6.857534716269501e-05	0.0001292734400250276	0.00016654033726531533
bitter	6.857534716269501e-05	7.630069686774755e-05	0.00018798484802149627
skopas	6.857534716269501e-05	0.00011461796290948976	0.00014052862726204776
speech	6.857534716269501e-05	9.912831393906306e-05	0.00010332822652073996
pillow	6.857534716269501e-05	0.000270590531873238	0.00011048878009717862
nice	6.857534716269501e-05	0.000163849545340778	0.00013440962849708122
sign	6.857534716269501e-05	9.863073724309133e-05	8.733482635718986e-05
anger	6.857534716269501e-05	0.0001527688185570595	9.10699790680954e-05
dogs	6.857534716269501e-05	0.00011091896218761891	0.00014761948773088816
catt	6.857534716269501e-05	0.0002648258368251492	8.10922137268574e-05
mere	6.857534716269501e-05	9.89896537571399e-05	0.00021509385170448355
double	6.857534716269501e-05	0.00014422428206142002	0.00017709670368817423
dramatic	6.857534716269501e-05	8.791858248747588e-05	0.0002088356759500484
leading	6.857534716269501e-05	0.00013304764545046062	0.0001771040992751687
taught	6.857534716269501e-05	9.416019554308432e-05	0.00014781261762099527
forever	6.857534716269501e-05	0.0002076455849759274	6.951475697923492e-05
nested	6.857534716269501e-05	0.00012339944965534687	0.00010895335027836652
wooden	6.857534716269501e-05	0.00012135340988125699	0.00019242956541924724
cursing	6.857534716269501e-05	0.00018131424341356184	0.000144656906456817
returning	6.857534716269501e-05	0.0002508041091107344	0.00015037837078664195
mysterious	6.857534716269501e-05	0.00013128494585235812	0.00013576434855837937
lawn	6.857534716269501e-05	0.00016912674909482254	0.00010035109802661825
funeral	6.857534716269501e-05	0.00016912674909482254	0.0001351737753561767
tumbled	6.857534716269501e-05	0.0001326331214106074	0.00017404738323654106
painting	6.857534716269501e-05	0.00013958798875736758	9.59190790801501e-05
negroes	6.857534716269501e-05	9.807306260546418e-05	9.069978568510464e-05
jewish	6.857534716269501e-05	0.00018264117361727414	0.00020556403051215217
tower	6.857534716269501e-05	0.00015096530079637774	0.0001534547025231165
creature	6.857534716269501e-05	0.00016566857096524427	0.00013053702331061425
turning	6.857534716269501e-05	0.00015813318997219534	0.00012431679278751274
change	6.857534716269501e-05	0.000141046755765138	0.00010071991607740051
books	6.857534716269501e-05	0.00012781180145167868	0.00010648827851545468
stick	6.857534716269501e-05	0.0001385196330281253	0.0002258051511865175
store	6.857534716269501e-05	0.00014572098778792674	0.00012074725648738369
rang	6.857534716269501e-05	0.0001328178639655464	0.0001154092624335486
jersey	6.857534716269501e-05	9.568704429454761e-05	0.00014314191271412986
isaac	6.857534716269501e-05	0.0002306648917887243	0.0003002897940544161
roman	6.857534716269501e-05	0.0001146337970413233	0.00015558802639179293
surely	6.857534716269501e-05	0.00013499124829294932	9.243439491588408e-05
bar	6.857534716269501e-05	0.0001273222539838064	0.00015213154566631192
clouds	6.857534716269501e-05	0.00016301274173773623	0.00011277520525053626
king	6.857534716269501e-05	0.00018067108897619895	7.25570389583794e-05
stripped	6.857534716269501e-05	0.00017957396095031347	0.00010017154495094717
printed	6.857534716269501e-05	9.453071577086657e-05	0.00019028725194381044
teacher	6.857534716269501e-05	8.83896593878441e-05	6.815226102673441e-05
efforts	6.857534716269501e-05	0.0001542524800905832	9.604835827431191e-05
county	6.857534716269501e-05	0.00022189031531883474	0.00010013030466066329
childhood	6.857534716269501e-05	0.00012555610018048552	9.129402856970652e-05
ordinary	6.857534716269501e-05	0.00010021864150620094	0.00021115936584743125
action	6.857534716269501e-05	0.00011284409464525931	0.0001338905900225742
lack	6.857534716269501e-05	0.00015251891023274433	0.0003676059039849876
lists	6.857534716269501e-05	0.00010359581965714528	9.880936858752932e-05
honey	6.857534716269501e-05	0.00015231288679521353	0.0001836967569081363
mentioned	6.857534716269501e-05	0.00012458425841694557	0.00021455268465598584
pool	6.857534716269501e-05	0.0002709321093934838	0.00010456195637727721
bishop	6.857534716269501e-05	0.0001439062072747746	0.00016069272569463848
shame	6.857534716269501e-05	0.0001253796853830403	0.00016033872459554589
fork	6.857534716269501e-05	0.00016358561828521624	0.00012243323815221854
account	6.857534716269501e-05	0.00015955773128298645	0.00021149586839269978
sposato	6.857534716269501e-05	0.00021080576059112356	0.00013891513057237882
germans	6.857534716269501e-05	0.00018870898334300283	8.853654062251077e-05
cafe	6.857534716269501e-05	0.00016082799568131574	0.00014393754337849944
bright	6.857534716269501e-05	0.00012286024575452665	0.00017689623810440404
fuck	6.857534716269501e-05	0.0001375225086073195	0.00025148183074783447
alastor	6.857534716269501e-05	0.00013340730780907987	0.00012207568712921786
tussle	6.857534716269501e-05	0.000718692022021275	0.00014344282520108376
frame	6.857534716269501e-05	0.00013655757724476283	8.591835604193049e-05
paid	6.857534716269501e-05	0.00012828865668009924	8.86482623860511e-05
continued	6.857534716269501e-05	0.00013545234157698934	0.00020826561976626268
skill	6.857534716269501e-05	0.00013917048207310188	9.115021567721138e-05
declared	6.857534716269501e-05	0.00015351401507428567	0.00010508227213008308
sketches	6.857534716269501e-05	0.00014792758505172507	0.00010770657606482636
angry	6.857534716269501e-05	0.00010895618482951995	0.00020571310779281919
shutters	6.857534716269501e-05	0.00013809420452356433	9.629058303537618e-05
selena	6.857534716269501e-05	0.00020173440153458964	0.00028003232861782516
realized	6.857534716269501e-05	0.0001284952175028293	0.0002575473151189431
pussy	6.857534716269501e-05	0.0008403084268100044	0.00012536339523324706
government	6.857534716269501e-05	0.00014600400067378878	8.14161586363773e-05
meal	6.857534716269501e-05	0.0001351189358209264	0.00014353164944452384
worst	6.857534716269501e-05	0.000270590531873238	0.00012460638799901067
normal	6.857534716269501e-05	0.0001163197314071147	0.00010327426901931576
prepare	6.857534716269501e-05	0.00016424629474533063	0.00012655562853700986
staff	6.857534716269501e-05	0.00019550544695735405	0.00013681723683638624
cock	6.857534716269501e-05	0.0003008203095200838	0.00010176764704180714
boston	6.857534716269501e-05	0.0001501183144652501	0.00014572098778792674
younger	6.857534716269501e-05	0.00018674341726904355	0.0001805259562053947
brothers	6.857534716269501e-05	0.0001562624757547426	0.00011336492321324342
begin	6.857534716269501e-05	0.00014792000993864806	8.687663115245446e-05
events	6.857534716269501e-05	0.00016160546492887328	0.0001189480964835088
shower	6.857534716269501e-05	0.00015096530079637774	0.00019827950369444194
boxell	6.857534716269501e-05	0.00018656328516787217	8.557504354864878e-05
ridge	6.857534716269501e-05	0.00019550544695735403	9.314243535266296e-05
scream	6.857534716269501e-05	0.00012776577271437554	7.278609891636898e-05
curious	6.857534716269501e-05	0.00011963490004310358	0.000142483213587416
farmers	6.857534716269501e-05	0.00027770734379583303	0.00011518223107438948
sugar	6.857534716269501e-05	0.00010839160249875279	0.00011859331036145414
grace	6.857534716269501e-05	0.00015932757924228978	0.00012665062830472684
hit	6.857534716269501e-05	0.00014003092773604253	0.0001699778305101965
knees	6.857534716269501e-05	9.817327675719886e-05	0.0001371840380148604
flag	6.857534716269501e-05	0.00014157034030808603	0.00011505111181771594
telling	6.857534716269501e-05	0.00020019731824737127	0.0001636421126640041
yelling	6.857534716269501e-05	0.0001059900112882217	0.00015828108149639253
middle	6.857534716269501e-05	0.00017071444974665155	0.00011104614916062657
camaret	6.857534716269501e-05	0.0005261599211138267	0.0001708284283786753
checked	6.857534716269501e-05	0.0001337468530761525	0.00013047166126245582
respected	6.857534716269501e-05	0.00013164772919910405	0.00010722066103311562
starbird	6.857534716269501e-05	0.000270590531873238	0.00012729029156431182
year's	6.857534716269501e-05	0.0003866580746744995	0.00033277169331882503
resting	6.857534716269501e-05	0.0001912170431669877	0.00010991904506625264
feathers	6.857534716269501e-05	0.00011972949394935663	9.072822787157492e-05
traffic	6.857534716269501e-05	0.00017662748927886138	0.00010299813073960227
art	6.857534716269501e-05	0.0002038100904299172	0.00015241270331010174
stream	6.857534716269501e-05	0.00011099367570514388	0.00015786932880452217
lit	6.857534716269501e-05	0.00011479696265601656	7.785300070834552e-05
writer	6.857534716269501e-05	0.00010975224495269116	0.00011792353063570153
handsome	6.857534716269501e-05	8.113059392549677e-05	0.00019474276691437077
striking	6.857534716269501e-05	0.00014944982059778895	0.000140679908128783
blow	6.857534716269501e-05	8.185431229172389e-05	0.00011544562517310247
glow	6.857534716269501e-05	0.00019547622578015448	9.955018821495064e-05
due	6.857534716269501e-05	8.471913822743548e-05	0.0001576827622213428
ordered	6.857534716269501e-05	0.00011340302631580136	8.305693537380777e-05
corps	6.857534716269501e-05	0.0003416497113969515	0.00012166174567825513
believed	6.857534716269501e-05	0.00010894595037109822	6.785101489251913e-05
chose	6.857534716269501e-05	0.00024481180411981365	0.00016150791776927862
pulling	6.857534716269501e-05	0.000135010422253795	8.987303763025823e-05
terror	6.857534716269501e-05	0.0001152915741651536	0.00011224860517485252
hiding	6.857534716269501e-05	0.0001619323692274397	0.0002320268755261437
uniforms	6.857534716269501e-05	0.00019670005649859092	9.972231439093243e-05
slit	6.857534716269501e-05	9.209389771422848e-05	0.0001430642393144805
she's	6.857534716269501e-05	0.00018267445566405352	0.00017511011175025602
wound	6.857534716269501e-05	0.00020610231837206818	0.00011235002948842087
nephews	6.857534716269501e-05	0.00011885948513953249	0.00015761128327621083
larger	6.857534716269501e-05	8.304633621626963e-05	0.0001423415731128055
abbey	6.857534716269501e-05	0.00019550544695735405	0.000125993747526581
hidden	6.857534716269501e-05	0.00017731307776278296	0.00017721045847569945
honest	6.857534716269501e-05	0.00013522511513450847	0.00013758137446094154
they'd	6.857534716269501e-05	0.00012894648510632065	0.00019698784828543222
angelina	6.857534716269501e-05	0.00012073167802504681	0.000178833701372173
tight	6.857534716269501e-05	0.00013717338483904153	8.138883640687536e-05
conversation	6.857534716269501e-05	0.00012458660293384629	0.00011320785530993367
electric	6.857534716269501e-05	0.00016483865798146255	0.0002154474569607912
grateful	6.857534716269501e-05	0.00011152731203101667	0.00014251864264276637
humor	6.857534716269501e-05	0.0002717296659108247	0.00012859621949490337
planning	6.857534716269501e-05	0.0001334144084583819	0.00012751966834544418
polish	6.857534716269501e-05	0.00012992524313923254	0.00016954945232336384
rebel	6.857534716269501e-05	0.00010020906973614667	0.00018236287283129545
stronger	6.857534716269501e-05	0.0001302244879522979	0.00012846614776600227
behaved	6.857534716269501e-05	0.00017640181411678708	0.00010512532754793072
putting	6.857534716269501e-05	0.00017821664187023058	8.390538476760938e-05
musicians	6.857534716269501e-05	0.00016483865798146258	0.00010863921275712588
reminded	6.857534716269501e-05	0.00011202157239967278	0.00013768010351040863
rifle	6.857534716269501e-05	0.00018808975793504245	0.00018581191216526888
area	6.857534716269501e-05	0.00012486538095839538	0.00014932669065330177
force	6.857534716269501e-05	0.000124254374009705	7.864137474493342e-05
lives	6.857534716269501e-05	0.0005802733035273322	0.0001565058128512802
lazy	6.857534716269501e-05	9.434145976917984e-05	0.00016139377869141174
station	6.857534716269501e-05	0.00015096530079637774	0.0001460220525766745
axe	6.857534716269501e-05	0.00017932221494282644	0.00011517361894536716
shout	6.857534716269501e-05	0.0001186153317125063	6.30936477580222e-05
eternal	6.857534716269501e-05	8.154529811138281e-05	0.00019625919439680974
dollar	6.857534716269501e-05	0.00011144718133226716	0.00028732053197083965
emotion	6.857534716269501e-05	0.00012118185418129903	0.00010790899152268503
railroad	6.857534716269501e-05	0.00012024789756595429	0.0001734186735452069
mickie	6.857534716269501e-05	0.00012812394317074824	0.00017130075188684883
college	6.857534716269501e-05	9.644892044385369e-05	0.00015618749572362102
bounced	6.857534716269501e-05	0.0001181277077781169	0.0001403654441060476
w-i	6.857534716269501e-05	0.00026503536934878197	0.0002372629611599059
snapping	6.857534716269501e-05	0.0001274139386476675	9.567537027859428e-05
honor	6.857534716269501e-05	8.166189650902537e-05	0.00010983562461590032
dressing	6.857534716269501e-05	6.186836961434922e-05	0.0005188408522483409
settle	6.857534716269501e-05	0.0002117488539218918	0.00018836166847136017
burial	6.857534716269501e-05	0.00013904784348917575	0.00011455495671518722
bold	6.857534716269501e-05	0.0001238617823822482	0.00015328378450723298
sold	6.857534716269501e-05	0.00016218794254873844	0.00014138069039188676
congress	6.857534716269501e-05	0.0001237920253733974	0.00011032745433004952
papers	6.857534716269501e-05	0.00010348763976527803	6.863983510302194e-05
reality	6.857534716269501e-05	0.00012001072392434836	0.00010241607043781831
break	6.857534716269501e-05	9.832818838142435e-05	0.0001311372247196187
mothers	6.857534716269501e-05	0.00015807703459916708	0.00019389989917648558
sofa	6.857534716269501e-05	0.00019550544695735405	0.00010402188213782203
law	6.857534716269501e-05	0.00010242365338019194	0.0002382878042833355
scared	6.857534716269501e-05	0.00017446877156721138	8.908502073459116e-05
lightning	6.857534716269501e-05	0.00013993619094806003	0.0001328070183732695
alive	6.857534716269501e-05	0.0001541337861233918	0.00016715049479366649
ended	6.857534716269501e-05	0.00012590795921935466	0.0001297012159369471
described	6.857534716269501e-05	0.0001712103018015906	0.00012100195050296377
rubbed	6.857534716269501e-05	0.00014569872201521675	0.00011963871417152447
stretched	6.857534716269501e-05	0.00014092699980411814	0.0001070381575681843
seven	6.857534716269501e-05	0.00012260771291220534	0.0001223416918869822
quality	6.857534716269501e-05	0.00014216822054527375	0.00010257394262148776
narrow	6.857534716269501e-05	0.00013093702402114848	0.0001380392440005621
bow	6.857534716269501e-05	0.00011389463983359192	0.00010888197045470334
shaving	6.857534716269501e-05	0.00012930066305780774	0.00013462765149564875
closer	6.857534716269501e-05	0.00013642838079483947	0.0001480983049239459
property	6.857534716269501e-05	0.00014433958522114444	0.00012145403876277647
washington	6.857534716269501e-05	0.00012078082584791294	0.0002512389747218981
picking	6.857534716269501e-05	0.00014525014148027162	0.0001231446488450654
basket	6.857534716269501e-05	0.00018346725326403142	0.00011539756072462177
panic	6.857534716269501e-05	0.00012406572855692448	7.275704219962702e-05
cigarette	6.857534716269501e-05	0.0002121493123369951	0.00012699053482901604
painful	6.857534716269501e-05	0.00011006252506354873	0.0002090260419787548
tears	6.857534716269501e-05	0.00018920360075526147	9.459267315601992e-05
folded	6.857534716269501e-05	0.00011643638971772782	9.746431113980411e-05
wildly	6.857534716269501e-05	0.0003193184200517032	0.00012797199588152845
flannagans	6.857534716269501e-05	0.000270590531873238	0.00015015698950983196
grown	6.857534716269501e-05	0.00016289407088732326	9.889670639205117e-05
roared	6.857534716269501e-05	0.00014916661140975654	0.00012971955499233167
gaze	6.857534716269501e-05	0.00013642781314217143	0.00013000762435515887
american	6.857534716269501e-05	0.00014946495310247984	0.0001661307991009049
common	6.857534716269501e-05	0.00010135407486958775	0.00013443377025742622
